  *WEL.ASC - RUE                                 13.10.2015 11:30

  Ergebnisse GewaesserImmission-SimulationsMOdell    : GISMO 4.10 
  ====================================================
                                                      
  SYDRO Consult GmbH - Darmstadt                      
  SYDRO Software GbR - Dieburg                        
                                                      
   xxxxxxxxxxxxx                          
   yyyyyyyyyyyyyyyyyyy                    
   zzzzzzzzzzzzzzzzzzzzzzz                
   Datum der Simulation       : 13.10.2015 11:30 Uhr
   Wellenausgabe - Verzweigung: RUE             
  
   Datum   Zeit    Qtr_zu    Qzu    Qtr_ab1    Qab1   Qtr_ab2    Qab2    CSzu(3)   CSab1(3)   CSab2(3)
     -      -      cbm/s    cbm/s    cbm/s    cbm/s    cbm/s    cbm/s      mg/l       mg/l       mg/l
 19700627 17:20    0.014    0.014    0.014    0.014    0.000    0.000    964.938    964.938    964.938       F T
 19700627 17:25    0.014    0.014    0.014    0.014    0.000    0.000    965.297    965.297    965.297       F T
 19700627 17:30    0.014    0.014    0.014    0.014    0.000    0.000    965.428    965.428    965.428       F T
 19700627 17:35    0.014    0.014    0.014    0.014    0.000    0.000    965.459    965.459    965.459       F T
 19700627 17:40    0.014    0.014    0.014    0.014    0.000    0.000    965.465    965.465    965.465       F T
 19700627 17:45    0.014    0.014    0.014    0.014    0.000    0.000    965.465    965.465    965.465       F T
 19700627 17:50    0.014    0.014    0.014    0.014    0.000    0.000    965.466    965.466    965.466       F T
 19700627 17:55    0.014    0.014    0.014    0.014    0.000    0.000    965.466    965.466    965.466       F T
 19700627 18:00    0.019    0.019    0.019    0.019    0.000    0.000    994.911    994.911    994.911       F T
 19700627 18:05    0.021    0.021    0.021    0.021    0.000    0.000   1002.011   1002.011   1002.011       F T
 19700627 18:10    0.021    0.021    0.021    0.021    0.000    0.000   1004.019   1004.019   1004.019       F T
 19700627 18:15    0.021    0.021    0.021    0.021    0.000    0.000   1005.600   1005.600   1005.600       F T
 19700627 18:20    0.021    0.021    0.021    0.021    0.000    0.000   1007.015   1007.015   1007.015       F T
 19700627 18:25    0.021    0.021    0.021    0.021    0.000    0.000   1007.754   1007.754   1007.754       F T
 19700627 18:30    0.021    0.021    0.021    0.021    0.000    0.000   1007.990   1007.990   1007.990       F T
 19700627 18:35    0.021    0.021    0.021    0.021    0.000    0.000   1008.041   1008.041   1008.041       F T
 19700627 18:40    0.021    0.021    0.021    0.021    0.000    0.000   1008.049   1008.049   1008.049       F T
 19700627 18:45    0.021    0.021    0.021    0.021    0.000    0.000   1008.050   1008.050   1008.050       F T
 19700627 18:50    0.021    0.021    0.021    0.021    0.000    0.000   1008.050   1008.050   1008.050       F T
 19700627 18:55    0.021    0.021    0.021    0.021    0.000    0.000   1008.050   1008.050   1008.050       F T
 19700627 19:00    0.023    0.023    0.023    0.023    0.000    0.000   1013.836   1013.836   1013.836       F T
 19700627 19:05    0.023    0.023    0.023    0.023    0.000    0.000   1015.383   1015.383   1015.383       F T
 19700627 19:10    0.023    0.023    0.023    0.023    0.000    0.000   1015.820   1015.820   1015.820       F T
 19700627 19:15    0.023    0.023    0.023    0.023    0.000    0.000   1016.133   1016.133   1016.133       F T
 19700627 19:20    0.023    0.023    0.023    0.023    0.000    0.000   1016.376   1016.376   1016.376       F T
 19700627 19:25    0.023    0.023    0.023    0.023    0.000    0.000   1016.493   1016.493   1016.493       F T
 19700627 19:30    0.023    0.023    0.023    0.023    0.000    0.000   1016.530   1016.530   1016.530       F T
 19700627 19:35    0.023    0.023    0.023    0.023    0.000    0.000   1016.538   1016.538   1016.538       F T
 19700627 19:40    0.023    0.023    0.023    0.023    0.000    0.000   1016.539   1016.539   1016.539       F T
 19700627 19:45    0.023    0.023    0.023    0.023    0.000    0.000   1016.539   1016.539   1016.539       F T
 19700627 19:50    0.023    0.023    0.023    0.023    0.000    0.000   1016.539   1016.539   1016.539       F T
 19700627 19:55    0.023    0.023    0.023    0.023    0.000    0.000   1016.539   1016.539   1016.539       F T
 19700627 20:00    0.021    0.021    0.021    0.021    0.000    0.000   1011.182   1011.182   1011.182       F T
 19700627 20:05    0.021    0.021    0.021    0.021    0.000    0.000   1009.487   1009.487   1009.487       F T
 19700627 20:10    0.021    0.021    0.021    0.021    0.000    0.000   1008.824   1008.824   1008.824       F T
 19700627 20:15    0.021    0.021    0.021    0.021    0.000    0.000   1008.227   1008.227   1008.227       F T
 19700627 20:20    0.021    0.021    0.021    0.021    0.000    0.000   1007.551   1007.551   1007.551       F T
 19700627 20:25    0.021    0.021    0.021    0.021    0.000    0.000   1007.157   1007.157   1007.157       F T
 19700627 20:30    0.021    0.021    0.021    0.021    0.000    0.000   1007.025   1007.025   1007.025       F T
 19700627 20:35    0.021    0.021    0.021    0.021    0.000    0.000   1006.996   1006.996   1006.996       F T
 19700627 20:40    0.021    0.021    0.021    0.021    0.000    0.000   1006.991   1006.991   1006.991       F T
 19700627 20:45    0.021    0.021    0.021    0.021    0.000    0.000   1006.991   1006.991   1006.991       F T
 19700627 20:50    0.021    0.021    0.021    0.021    0.000    0.000   1006.991   1006.991   1006.991       F T
 19700627 20:55    0.021    0.021    0.021    0.021    0.000    0.000   1006.991   1006.991   1006.991       F T
 19700627 21:00    0.019    0.019    0.019    0.019    0.000    0.000   1000.399   1000.399   1000.399       F T
 19700627 21:05    0.018    0.018    0.018    0.018    0.000    0.000    998.207    998.207    998.207       F T
 19700627 21:10    0.018    0.018    0.018    0.018    0.000    0.000    997.318    997.318    997.318       F T
 19700627 21:15    0.018    0.018    0.018    0.018    0.000    0.000    996.713    996.713    996.713       F T
 19700627 21:20    0.018    0.018    0.018    0.018    0.000    0.000    995.829    995.829    995.829       F T
 19700627 21:25    0.018    0.018    0.018    0.018    0.000    0.000    995.242    995.242    995.242       F T
 19700627 21:30    0.018    0.018    0.018    0.018    0.000    0.000    995.032    995.032    995.032       F T
 19700627 21:35    0.018    0.018    0.018    0.018    0.000    0.000    994.984    994.984    994.984       F T
 19700627 21:40    0.018    0.018    0.018    0.018    0.000    0.000    994.976    994.976    994.976       F T
 19700627 21:45    0.018    0.018    0.018    0.018    0.000    0.000    994.975    994.975    994.975       F T
 19700627 21:50    0.018    0.018    0.018    0.018    0.000    0.000    994.975    994.975    994.975       F T
 19700627 21:55    0.018    0.018    0.018    0.018    0.000    0.000    994.975    994.975    994.975       F T
 19700627 22:00    0.017    0.017    0.017    0.017    0.000    0.000    990.976    990.976    990.976       F T
 19700627 22:05    0.017    0.017    0.017    0.017    0.000    0.000    989.654    989.654    989.654       F T
 19700627 22:10    0.017    0.017    0.017    0.017    0.000    0.000    989.118    989.118    989.118       F T
 19700627 22:15    0.017    0.017    0.017    0.017    0.000    0.000    988.804    988.804    988.804       F T
 19700627 22:20    0.017    0.017    0.017    0.017    0.000    0.000    988.281    988.281    988.281       F T
 19700627 22:25    0.017    0.017    0.017    0.017    0.000    0.000    987.905    987.905    987.905       F T
 19700627 22:30    0.017    0.017    0.017    0.017    0.000    0.000    987.763    987.763    987.763       F T
 19700627 22:35    0.017    0.017    0.017    0.017    0.000    0.000    987.729    987.729    987.729       F T
 19700627 22:40    0.017    0.017    0.017    0.017    0.000    0.000    987.724    987.724    987.724       F T
 19700627 22:45    0.017    0.017    0.017    0.017    0.000    0.000    987.723    987.723    987.723       F T
 19700627 22:50    0.017    0.017    0.017    0.017    0.000    0.000    987.723    987.723    987.723       F T
 19700627 22:55    0.017    0.017    0.017    0.017    0.000    0.000    987.723    987.723    987.723       F T
 19700627 23:00    0.016    0.016    0.016    0.016    0.000    0.000    983.189    983.189    983.189       F T
 19700627 23:05    0.016    0.016    0.016    0.016    0.000    0.000    981.644    981.644    981.644       F T
 19700627 23:10    0.016    0.016    0.016    0.016    0.000    0.000    981.009    981.009    981.009       F T
 19700627 23:15    0.016    0.016    0.016    0.016    0.000    0.000    980.634    980.634    980.634       F T
 19700627 23:20    0.016    0.016    0.016    0.016    0.000    0.000    980.109    980.109    980.109       F T
 19700627 23:25    0.016    0.016    0.016    0.016    0.000    0.000    979.668    979.668    979.668       F T
 19700627 23:30    0.016    0.016    0.016    0.016    0.000    0.000    979.466    979.466    979.466       F T
 19700627 23:35    0.016    0.016    0.016    0.016    0.000    0.000    979.408    979.408    979.408       F T
 19700627 23:40    0.016    0.016    0.016    0.016    0.000    0.000    979.397    979.397    979.397       F T
 19700627 23:45    0.016    0.016    0.016    0.016    0.000    0.000    979.395    979.395    979.395       F T
 19700627 23:50    0.016    0.016    0.016    0.016    0.000    0.000    979.395    979.395    979.395       F T
 19700627 23:55    0.016    0.016    0.016    0.016    0.000    0.000    979.395    979.395    979.395       F T
 19700628 00:00    0.016    0.016    0.016    0.016    0.000    0.000    979.395    979.395    979.395       F T
 19700628 00:05    0.012    0.012    0.012    0.012    0.000    0.000    947.997    947.997    947.997       F T
 19700628 00:10    0.010    0.010    0.010    0.010    0.000    0.000    932.640    932.640    932.640       F T
 19700628 00:15    0.010    0.010    0.010    0.010    0.000    0.000    925.042    925.042    925.042       F T
 19700628 00:20    0.010    0.010    0.010    0.010    0.000    0.000    920.220    920.220    920.220       F T
 19700628 00:25    0.010    0.010    0.010    0.010    0.000    0.000    917.828    917.828    917.828       F T
 19700628 00:30    0.010    0.010    0.010    0.010    0.000    0.000    915.038    915.038    915.038       F T
 19700628 00:35    0.010    0.010    0.010    0.010    0.000    0.000    911.493    911.493    911.493       F T
 19700628 00:40    0.010    0.010    0.010    0.010    0.000    0.000    909.290    909.290    909.290       F T
 19700628 00:45    0.010    0.010    0.010    0.010    0.000    0.000    908.508    908.508    908.508       F T
 19700628 00:50    0.010    0.010    0.010    0.010    0.000    0.000    908.329    908.329    908.329       F T
 19700628 00:55    0.010    0.010    0.010    0.010    0.000    0.000    908.301    908.301    908.301       F T
 19700628 01:00    0.009    0.009    0.009    0.009    0.000    0.000    895.986    895.986    895.986       F T
 19700628 01:05    0.009    0.009    0.009    0.009    0.000    0.000    890.380    890.380    890.380       F T
 19700628 01:10    0.009    0.009    0.009    0.009    0.000    0.000    887.945    887.945    887.945       F T
 19700628 01:15    0.009    0.009    0.009    0.009    0.000    0.000    886.424    886.424    886.424       F T
 19700628 01:20    0.009    0.009    0.009    0.009    0.000    0.000    885.673    885.673    885.673       F T
 19700628 01:25    0.009    0.009    0.009    0.009    0.000    0.000    885.213    885.213    885.213       F T
 19700628 01:30    0.009    0.009    0.009    0.009    0.000    0.000    884.086    884.086    884.086       F T
 19700628 01:35    0.009    0.009    0.009    0.009    0.000    0.000    883.164    883.164    883.164       F T
 19700628 01:40    0.009    0.009    0.009    0.009    0.000    0.000    882.787    882.787    882.787       F T
 19700628 01:45    0.009    0.009    0.009    0.009    0.000    0.000    882.693    882.693    882.693       F T
 19700628 01:50    0.009    0.009    0.009    0.009    0.000    0.000    882.677    882.677    882.677       F T
 19700628 01:55    0.009    0.009    0.009    0.009    0.000    0.000    882.675    882.675    882.675       F T
 19700628 02:00    0.008    0.008    0.008    0.008    0.000    0.000    867.163    867.163    867.163       F T
 19700628 02:05    0.008    0.008    0.008    0.008    0.000    0.000    859.472    859.472    859.472       F T
 19700628 02:10    0.008    0.008    0.008    0.008    0.000    0.000    856.137    856.137    856.137       F T
 19700628 02:15    0.008    0.008    0.008    0.008    0.000    0.000    854.041    854.041    854.041       F T
 19700628 02:20    0.008    0.008    0.008    0.008    0.000    0.000    852.979    852.979    852.979       F T
 19700628 02:25    0.008    0.008    0.008    0.008    0.000    0.000    852.571    852.571    852.571       F T
 19700628 02:30    0.008    0.008    0.008    0.008    0.000    0.000    851.536    851.536    851.536       F T
 19700628 02:35    0.008    0.008    0.008    0.008    0.000    0.000    850.245    850.245    850.245       F T
 19700628 02:40    0.008    0.008    0.008    0.008    0.000    0.000    849.482    849.482    849.482       F T
 19700628 02:45    0.008    0.008    0.008    0.008    0.000    0.000    849.217    849.217    849.217       F T
