  *WEL.ASC - FKA                                 13.10.2015 11:30

  Ergebnisse GewaesserImmission-SimulationsMOdell    : GISMO 4.10 
  ====================================================
                                                      
  SYDRO Consult GmbH - Darmstadt                      
  SYDRO Software GbR - Dieburg                        
                                                      
   xxxxxxxxxxxxx                          
   yyyyyyyyyyyyyyyyyyy                    
   zzzzzzzzzzzzzzzzzzzzzzz                
   Datum der Simulation   : 13.10.2015 11:30 Uhr
   Wellenausgabe - Flaeche: FKA             
  
   Datum   Zeit    VP    VW  Svab   hvu  PSIu  SUM(hN)     hN  hNeffb  hNeffu    Qtrab      Qab    QabVG    QabUB   CSab(3)
     -      -    mm/d    mm    mm    mm     -      mm      mm      mm      mm    cbm/s    cbm/s    cbm/s    cbm/s      mg/l
 19700623 14:30  6.62  20.6  0.60  6.52  0.00   0.000   0.000   0.000   0.000   0.0009   0.0009   0.0000   0.0000   967.414  F T
 19700623 14:35  6.62  20.6  0.58  6.52  0.00   0.000   0.000   0.000   0.000   0.0009   0.0009   0.0000   0.0000   967.414  F T
 19700623 14:40  6.62  20.6  0.56  6.52  0.00   0.000   0.000   0.000   0.000   0.0009   0.0009   0.0000   0.0000   967.414  F T
 19700623 14:45  6.62  20.6  0.53  6.52  0.00   0.000   0.000   0.000   0.000   0.0009   0.0009   0.0000   0.0000   967.414  F T
 19700623 14:50  6.62  20.6  0.51  6.52  0.00   0.000   0.000   0.000   0.000   0.0009   0.0009   0.0000   0.0000   967.414  F T
 19700623 14:55  6.62  20.6  0.49  6.52  0.00   0.000   0.000   0.000   0.000   0.0009   0.0009   0.0000   0.0000   967.414  F T
 19700623 15:00  6.46  20.6  0.46  6.52  0.00   0.000   0.000   0.000   0.000   0.0009   0.0009   0.0000   0.0000   967.414  F T
 19700623 15:05  6.46  20.6  0.44  6.52  0.00   0.000   0.000   0.000   0.000   0.0009   0.0009   0.0000   0.0000   967.414  F T
 19700623 15:10  6.46  20.6  0.42  6.52  0.00   0.000   0.000   0.000   0.000   0.0009   0.0009   0.0000   0.0000   967.414  F T
 19700623 15:15  6.46  20.6  0.40  6.52  0.00   0.000   0.000   0.000   0.000   0.0009   0.0009   0.0000   0.0000   967.414  F T
 19700623 15:20  6.46  20.6  0.38  6.52  0.00   0.000   0.000   0.000   0.000   0.0009   0.0009   0.0000   0.0000   967.414  F T
 19700623 15:25  6.46  20.6  0.35  6.52  0.00   0.000   0.000   0.000   0.000   0.0009   0.0009   0.0000   0.0000   967.414  F T
 19700623 15:30  6.46  20.6  0.33  6.52  0.00   0.000   0.000   0.000   0.000   0.0009   0.0009   0.0000   0.0000   967.414  F T
 19700623 15:35  6.46  20.6  0.31  6.52  0.00   0.000   0.000   0.000   0.000   0.0009   0.0009   0.0000   0.0000   967.414  F T
 19700623 15:40  6.46  20.6  0.29  6.52  0.00   0.000   0.000   0.000   0.000   0.0009   0.0009   0.0000   0.0000   967.414  F T
 19700623 15:45  6.46  20.6  0.26  6.52  0.00   0.000   0.000   0.000   0.000   0.0009   0.0009   0.0000   0.0000   967.414  F T
 19700623 15:50  6.46  20.6  0.24  6.52  0.00   0.000   0.000   0.000   0.000   0.0009   0.0009   0.0000   0.0000   967.414  F T
 19700623 15:55  6.46  20.6  0.22  6.52  0.00   0.000   0.000   0.000   0.000   0.0009   0.0009   0.0000   0.0000   967.414  F T
 19700623 16:00  5.96  20.6  0.20  6.52  0.00   0.000   0.000   0.000   0.000   0.0009   0.0009   0.0000   0.0000   961.776  F T
 19700623 16:05  5.96  20.6  0.18  6.52  0.00   0.000   0.000   0.000   0.000   0.0009   0.0009   0.0000   0.0000   961.776  F T
 19700623 16:10  5.96  20.6  0.15  6.52  0.00   0.000   0.000   0.000   0.000   0.0009   0.0009   0.0000   0.0000   961.776  F T
 19700623 16:15  5.96  20.6  0.13  6.52  0.00   0.000   0.000   0.000   0.000   0.0009   0.0009   0.0000   0.0000   961.776  F T
 19700623 16:20  5.96  20.6  0.11  6.52  0.00   0.000   0.000   0.000   0.000   0.0009   0.0009   0.0000   0.0000   961.776  F T
 19700623 16:25  5.96  20.6  0.09  6.52  0.00   0.000   0.000   0.000   0.000   0.0009   0.0009   0.0000   0.0000   961.776  F T
 19700623 16:30  5.96  20.6  0.07  6.52  0.00   0.000   0.000   0.000   0.000   0.0009   0.0009   0.0000   0.0000   961.776  F T
 19700623 16:35  5.96  20.6  0.05  6.52  0.00   0.000   0.000   0.000   0.000   0.0009   0.0009   0.0000   0.0000   961.776  F T
 19700623 16:40  5.96  20.6  0.03  6.52  0.00   0.000   0.000   0.000   0.000   0.0009   0.0009   0.0000   0.0000   961.776  F T
 19700623 16:45  5.96  20.6  0.01  6.52  0.00   0.000   0.000   0.000   0.000   0.0009   0.0009   0.0000   0.0000   961.776  F T
 19700623 16:50  5.96  20.6  0.00  6.52  0.00   0.000   0.000   0.000   0.000   0.0009   0.0009   0.0000   0.0000   961.776  F T
 19700623 16:55  5.96  20.6  0.00  6.52  0.00   0.000   0.000   0.000   0.000   0.0009   0.0009   0.0000   0.0000   961.776  F T
 19700623 17:00  5.30  20.6  0.00  6.52  0.00   0.000   0.000   0.000   0.000   0.0008   0.0008   0.0000   0.0000   953.561  F T
 19700623 17:05  5.30  20.6  0.00  6.52  0.00   0.000   0.000   0.000   0.000   0.0008   0.0008   0.0000   0.0000   953.561  F T
 19700623 17:10  5.30  20.6  0.00  6.52  0.00   0.000   0.000   0.000   0.000   0.0008   0.0008   0.0000   0.0000   953.561  F T
 19700623 17:15  5.30  20.6  0.00  6.52  0.00   0.000   0.000   0.000   0.000   0.0008   0.0008   0.0000   0.0000   953.561  F T
 19700623 17:20  5.30  20.6  0.00  6.52  0.00   0.000   0.000   0.000   0.000   0.0008   0.0008   0.0000   0.0000   953.561  F T
 19700623 17:25  5.30  20.6  0.00  6.52  0.00   0.000   0.000   0.000   0.000   0.0008   0.0008   0.0000   0.0000   953.561  F T
 19700623 17:30  5.30  20.6  0.00  6.52  0.00   0.000   0.000   0.000   0.000   0.0008   0.0008   0.0000   0.0000   953.561  F T
 19700623 17:35  5.30  20.6  0.00  6.52  0.00   0.000   0.000   0.000   0.000   0.0008   0.0008   0.0000   0.0000   953.561  F T
 19700623 17:40  5.30  20.6  0.00  6.52  0.00   0.000   0.000   0.000   0.000   0.0008   0.0008   0.0000   0.0000   953.561  F T
 19700623 17:45  5.30  20.6  0.00  6.52  0.00   0.000   0.000   0.000   0.000   0.0008   0.0008   0.0000   0.0000   953.561  F T
 19700623 17:50  5.30  20.6  0.00  6.52  0.00   0.000   0.000   0.000   0.000   0.0008   0.0008   0.0000   0.0000   953.561  F T
 19700623 17:55  5.30  20.6  0.00  6.52  0.00   0.000   0.000   0.000   0.000   0.0008   0.0008   0.0000   0.0000   953.561  F T
 19700623 18:00  4.30  20.6  0.00  6.52  0.00   0.000   0.000   0.000   0.000   0.0008   0.0008   0.0000   0.0000   947.199  F T
 19700623 18:05  4.30  20.6  0.00  6.52  0.00   0.000   0.000   0.000   0.000   0.0008   0.0008   0.0000   0.0000   947.199  F T
 19700623 18:10  4.30  20.6  0.00  6.52  0.00   0.000   0.000   0.000   0.000   0.0008   0.0008   0.0000   0.0000   947.199  F T
 19700623 18:15  4.30  20.6  0.00  6.52  0.00   0.000   0.000   0.000   0.000   0.0008   0.0008   0.0000   0.0000   947.199  F T
 19700623 18:20  4.30  20.6  0.00  6.52  0.00   0.000   0.000   0.000   0.000   0.0008   0.0008   0.0000   0.0000   947.199  F T
 19700623 18:25  4.30  20.6  0.00  6.52  0.00   0.000   0.000   0.000   0.000   0.0008   0.0008   0.0000   0.0000   947.199  F T
 19700623 18:30  4.30  20.6  0.00  6.52  0.00   0.000   0.000   0.000   0.000   0.0008   0.0008   0.0000   0.0000   947.199  F T
 19700623 18:35  4.30  20.6  0.00  6.52  0.00   0.000   0.000   0.000   0.000   0.0008   0.0008   0.0000   0.0000   947.199  F T
 19700623 18:40  4.30  20.6  0.00  6.52  0.00   0.000   0.000   0.000   0.000   0.0008   0.0008   0.0000   0.0000   947.199  F T
 19700623 18:45  4.30  20.6  0.00  6.52  0.00   0.000   0.000   0.000   0.000   0.0008   0.0008   0.0000   0.0000   947.199  F T
 19700623 18:50  4.30  20.6  0.00  6.52  0.00   0.000   0.000   0.000   0.000   0.0008   0.0008   0.0000   0.0000   947.199  F T
 19700623 18:55  4.30  20.6  0.00  6.52  0.00   0.000   0.000   0.000   0.000   0.0008   0.0008   0.0000   0.0000   947.199  F T
 19700623 19:00  3.48  20.6  0.00  6.52  0.00   0.000   0.000   0.000   0.000   0.0007   0.0007   0.0000   0.0000   937.096  F T
 19700623 19:05  3.48  20.6  0.00  6.52  0.00   0.000   0.000   0.000   0.000   0.0007   0.0007   0.0000   0.0000   937.096  F T
 19700623 19:10  3.48  20.6  0.00  6.52  0.00   0.000   0.000   0.000   0.000   0.0007   0.0007   0.0000   0.0000   937.096  F T
 19700623 19:15  3.48  20.6  0.00  6.52  0.00   0.000   0.000   0.000   0.000   0.0007   0.0007   0.0000   0.0000   937.096  F T
 19700623 19:20  3.48  20.6  0.00  6.52  0.00   0.000   0.000   0.000   0.000   0.0007   0.0007   0.0000   0.0000   937.096  F T
 19700623 19:25  3.48  20.6  0.00  6.52  0.00   0.000   0.000   0.000   0.000   0.0007   0.0007   0.0000   0.0000   937.096  F T
 19700623 19:30  3.48  20.6  0.00  6.52  0.00   0.007   0.007   0.000   0.000   0.0007   0.0007   0.0000   0.0000   937.096  T T
 19700623 19:35  3.48  20.6  0.00  6.52  0.00   0.018   0.011   0.000   0.000   0.0007   0.0007   0.0000   0.0000   937.096  T T
 19700623 19:40  3.48  20.6  0.00  6.52  0.00   0.029   0.011   0.000   0.000   0.0007   0.0007   0.0000   0.0000   937.096  T T
 19700623 19:45  3.48  20.6  0.00  6.52  0.00   0.040   0.011   0.000   0.000   0.0007   0.0007   0.0000   0.0000   937.096  T T
 19700623 19:50  3.48  20.7  0.00  6.52  0.00   0.051   0.011   0.000   0.000   0.0007   0.0007   0.0000   0.0000   937.096  T T
 19700623 19:55  3.48  20.7  0.00  6.52  0.00   0.062   0.011   0.000   0.000   0.0007   0.0007   0.0000   0.0000   937.096  T T
 19700623 20:00  2.81  20.7  0.00  6.52  0.00   0.073   0.011   0.000   0.000   0.0007   0.0007   0.0000   0.0000   933.521  T T
 19700623 20:05  2.81  20.7  0.00  6.52  0.00   0.084   0.011   0.000   0.000   0.0007   0.0007   0.0000   0.0000   933.521  T T
 19700623 20:10  2.81  20.7  0.00  6.52  0.00   0.095   0.011   0.000   0.000   0.0007   0.0007   0.0000   0.0000   933.521  T T
 19700623 20:15  2.81  20.7  0.00  6.52  0.00   0.106   0.011   0.000   0.000   0.0007   0.0007   0.0000   0.0000   933.521  T T
 19700623 20:20  2.81  20.7  0.00  6.52  0.00   0.117   0.011   0.000   0.000   0.0007   0.0007   0.0000   0.0000   933.521  T T
 19700623 20:25  2.81  20.7  0.01  6.52  0.00   0.128   0.011   0.000   0.000   0.0007   0.0007   0.0000   0.0000   933.521  T T
 19700623 20:30  2.81  20.7  0.01  6.52  0.00   0.139   0.011   0.000   0.000   0.0007   0.0007   0.0000   0.0000   933.521  T T
 19700623 20:35  2.81  20.8  0.01  6.52  0.00   0.150   0.011   0.000   0.000   0.0007   0.0007   0.0000   0.0000   933.521  T T
 19700623 20:40  2.81  20.8  0.01  6.52  0.00   0.228   0.078   0.000   0.000   0.0007   0.0007   0.0000   0.0000   933.521  T T
 19700623 20:45  2.81  20.8  0.08  6.52  0.00   0.320   0.092   0.000   0.000   0.0007   0.0007   0.0000   0.0000   933.521  T T
 19700623 20:50  2.81  20.9  0.16  6.52  0.00   0.387   0.067   0.000   0.000   0.0007   0.0007   0.0000   0.0000   933.521  T T
 19700623 20:55  2.81  21.0  0.22  6.52  0.00   0.447   0.060   0.000   0.000   0.0007   0.0007   0.0000   0.0000   933.521  T T
 19700623 21:00  2.32  21.1  0.27  6.52  0.00   0.477   0.030   0.000   0.000   0.0007   0.0007   0.0000   0.0000   933.521  T T
 19700623 21:05  2.32  21.1  0.29  6.42  0.00   0.000   0.000   0.000   0.000   0.0007   0.0007   0.0000   0.0000   933.521  F T
 19700623 21:10  2.32  21.1  0.28  6.42  0.00   0.000   0.000   0.000   0.000   0.0007   0.0007   0.0000   0.0000   933.521  F T
 19700623 21:15  2.32  21.1  0.27  6.42  0.00   0.000   0.000   0.000   0.000   0.0007   0.0007   0.0000   0.0000   933.521  F T
 19700623 21:20  2.32  21.1  0.27  6.42  0.00   0.000   0.000   0.000   0.000   0.0007   0.0007   0.0000   0.0000   933.521  F T
 19700623 21:25  2.32  21.1  0.26  6.42  0.00   0.000   0.000   0.000   0.000   0.0007   0.0007   0.0000   0.0000   933.521  F T
 19700623 21:30  2.32  21.1  0.25  6.42  0.00   0.000   0.000   0.000   0.000   0.0007   0.0007   0.0000   0.0000   933.521  F T
 19700623 21:35  2.32  21.1  0.24  6.42  0.00   0.000   0.000   0.000   0.000   0.0007   0.0007   0.0000   0.0000   933.521  F T
 19700623 21:40  2.32  21.1  0.23  6.42  0.00   0.000   0.000   0.000   0.000   0.0007   0.0007   0.0000   0.0000   933.521  F T
 19700623 21:45  2.32  21.1  0.23  6.42  0.00   0.000   0.000   0.000   0.000   0.0007   0.0007   0.0000   0.0000   933.521  F T
 19700623 21:50  2.32  21.1  0.22  6.42  0.00   0.000   0.000   0.000   0.000   0.0007   0.0007   0.0000   0.0000   933.521  F T
 19700623 21:55  2.32  21.1  0.21  6.42  0.00   0.000   0.000   0.000   0.000   0.0007   0.0007   0.0000   0.0000   933.521  F T
 19700623 22:00  1.66  21.1  0.20  6.42  0.00   0.000   0.000   0.000   0.000   0.0006   0.0006   0.0000   0.0000   913.000  F T
 19700623 22:05  1.66  21.1  0.20  6.42  0.00   0.000   0.000   0.000   0.000   0.0006   0.0006   0.0000   0.0000   913.000  F T
 19700623 22:10  1.66  21.1  0.19  6.42  0.00   0.000   0.000   0.000   0.000   0.0006   0.0006   0.0000   0.0000   913.000  F T
 19700623 22:15  1.66  21.1  0.18  6.42  0.00   0.000   0.000   0.000   0.000   0.0006   0.0006   0.0000   0.0000   913.000  F T
 19700623 22:20  1.66  21.1  0.18  6.42  0.00   0.000   0.000   0.000   0.000   0.0006   0.0006   0.0000   0.0000   913.000  F T
 19700623 22:25  1.66  21.1  0.17  6.42  0.00   0.000   0.000   0.000   0.000   0.0006   0.0006   0.0000   0.0000   913.000  F T
 19700623 22:30  1.66  21.1  0.17  6.42  0.00   0.000   0.000   0.000   0.000   0.0006   0.0006   0.0000   0.0000   913.000  F T
 19700623 22:35  1.66  21.1  0.16  6.42  0.00   0.000   0.000   0.000   0.000   0.0006   0.0006   0.0000   0.0000   913.000  F T
 19700623 22:40  1.66  21.1  0.16  6.42  0.00   0.000   0.000   0.000   0.000   0.0006   0.0006   0.0000   0.0000   913.000  F T
 19700623 22:45  1.66  21.1  0.15  6.42  0.00   0.000   0.000   0.000   0.000   0.0006   0.0006   0.0000   0.0000   913.000  F T
 19700623 22:50  1.66  21.1  0.14  6.42  0.00   0.000   0.000   0.000   0.000   0.0006   0.0006   0.0000   0.0000   913.000  F T
 19700623 22:55  1.66  21.1  0.14  6.42  0.00   0.000   0.000   0.000   0.000   0.0006   0.0006   0.0000   0.0000   913.000  F T
 19700623 23:00  1.16  21.1  0.13  6.42  0.00   0.000   0.000   0.000   0.000   0.0006   0.0006   0.0000   0.0000   913.000  F T
 19700623 23:05  1.16  21.1  0.13  6.42  0.00   0.000   0.000   0.000   0.000   0.0006   0.0006   0.0000   0.0000   913.000  F T
 19700623 23:10  1.16  21.1  0.12  6.42  0.00   0.000   0.000   0.000   0.000   0.0006   0.0006   0.0000   0.0000   913.000  F T
 19700623 23:15  1.16  21.1  0.12  6.42  0.00   0.000   0.000   0.000   0.000   0.0006   0.0006   0.0000   0.0000   913.000  F T
 19700623 23:20  1.16  21.1  0.12  6.42  0.00   0.000   0.000   0.000   0.000   0.0006   0.0006   0.0000   0.0000   913.000  F T
 19700623 23:25  1.16  21.1  0.11  6.42  0.00   0.000   0.000   0.000   0.000   0.0006   0.0006   0.0000   0.0000   913.000  F T
 19700623 23:30  1.16  21.1  0.11  6.42  0.00   0.000   0.000   0.000   0.000   0.0006   0.0006   0.0000   0.0000   913.000  F T
 19700623 23:35  1.16  21.1  0.10  6.42  0.00   0.000   0.000   0.000   0.000   0.0006   0.0006   0.0000   0.0000   913.000  F T
 19700623 23:40  1.16  21.1  0.10  6.42  0.00   0.000   0.000   0.000   0.000   0.0006   0.0006   0.0000   0.0000   913.000  F T
 19700623 23:45  1.16  21.1  0.10  6.42  0.00   0.000   0.000   0.000   0.000   0.0006   0.0006   0.0000   0.0000   913.000  F T
 19700623 23:50  1.16  21.1  0.09  6.42  0.00   0.000   0.000   0.000   0.000   0.0006   0.0006   0.0000   0.0000   913.000  F T
 19700623 23:55  1.16  21.1  0.09  6.42  0.00   0.000   0.000   0.000   0.000   0.0006   0.0006   0.0000   0.0000   913.000  F T
 19700624 00:00  0.83  21.1  0.08  6.42  0.00   0.000   0.000   0.000   0.000   0.0006   0.0006   0.0000   0.0000   913.000  F T
 19700624 00:05  0.83  17.0  0.08  7.32  0.00   0.000   0.000   0.000   0.000   0.0004   0.0004   0.0000   0.0000   831.298  F T
 19700624 00:10  0.83  17.0  0.08  7.32  0.00   0.000   0.000   0.000   0.000   0.0004   0.0004   0.0000   0.0000   831.298  F T
 19700624 00:15  0.83  17.0  0.08  7.32  0.00   0.000   0.000   0.000   0.000   0.0004   0.0004   0.0000   0.0000   831.298  F T
 19700624 00:20  0.83  17.0  0.07  7.32  0.00   0.000   0.000   0.000   0.000   0.0004   0.0004   0.0000   0.0000   831.298  F T
 19700624 00:25  0.83  17.0  0.07  7.32  0.00   0.000   0.000   0.000   0.000   0.0004   0.0004   0.0000   0.0000   831.298  F T
 19700624 00:30  0.83  17.0  0.07  7.32  0.00   0.000   0.000   0.000   0.000   0.0004   0.0004   0.0000   0.0000   831.298  F T
 19700624 00:35  0.83  17.0  0.06  7.32  0.00   0.000   0.000   0.000   0.000   0.0004   0.0004   0.0000   0.0000   831.298  F T
 19700624 00:40  0.83  17.0  0.06  7.32  0.00   0.000   0.000   0.000   0.000   0.0004   0.0004   0.0000   0.0000   831.298  F T
 19700624 00:45  0.83  17.0  0.06  7.32  0.00   0.000   0.000   0.000   0.000   0.0004   0.0004   0.0000   0.0000   831.298  F T
 19700624 00:50  0.83  17.0  0.06  7.32  0.00   0.000   0.000   0.000   0.000   0.0004   0.0004   0.0000   0.0000   831.298  F T
 19700624 00:55  0.83  17.0  0.05  7.32  0.00   0.000   0.000   0.000   0.000   0.0004   0.0004   0.0000   0.0000   831.298  F T
 19700624 01:00  0.83  17.0  0.05  7.32  0.00   0.000   0.000   0.000   0.000   0.0004   0.0004   0.0000   0.0000   831.298  F T
 19700624 01:05  0.83  17.0  0.05  7.32  0.00   0.000   0.000   0.000   0.000   0.0004   0.0004   0.0000   0.0000   831.298  F T
 19700624 01:10  0.83  17.0  0.04  7.32  0.00   0.000   0.000   0.000   0.000   0.0004   0.0004   0.0000   0.0000   831.298  F T
 19700624 01:15  0.83  17.0  0.04  7.32  0.00   0.000   0.000   0.000   0.000   0.0004   0.0004   0.0000   0.0000   831.298  F T
 19700624 01:20  0.83  17.0  0.04  7.32  0.00   0.000   0.000   0.000   0.000   0.0004   0.0004   0.0000   0.0000   831.298  F T
 19700624 01:25  0.83  17.0  0.03  7.32  0.00   0.000   0.000   0.000   0.000   0.0004   0.0004   0.0000   0.0000   831.298  F T
 19700624 01:30  0.83  17.0  0.03  7.32  0.00   0.000   0.000   0.000   0.000   0.0004   0.0004   0.0000   0.0000   831.298  F T
 19700624 01:35  0.83  17.0  0.03  7.32  0.00   0.000   0.000   0.000   0.000   0.0004   0.0004   0.0000   0.0000   831.298  F T
 19700624 01:40  0.83  17.0  0.03  7.32  0.00   0.000   0.000   0.000   0.000   0.0004   0.0004   0.0000   0.0000   831.298  F T
 19700624 01:45  0.83  17.0  0.02  7.32  0.00   0.000   0.000   0.000   0.000   0.0004   0.0004   0.0000   0.0000   831.298  F T
 19700624 01:50  0.83  17.0  0.02  7.32  0.00   0.000   0.000   0.000   0.000   0.0004   0.0004   0.0000   0.0000   831.298  F T
 19700624 01:55  0.83  17.0  0.02  7.32  0.00   0.000   0.000   0.000   0.000   0.0004   0.0004   0.0000   0.0000   831.298  F T
 19700624 02:00  0.83  17.0  0.01  7.32  0.00   0.000   0.000   0.000   0.000   0.0004   0.0004   0.0000   0.0000   831.298  F T
 19700624 02:05  0.83  17.0  0.01  7.32  0.00   0.000   0.000   0.000   0.000   0.0004   0.0004   0.0000   0.0000   831.298  F T
 19700624 02:10  0.83  17.0  0.01  7.32  0.00   0.000   0.000   0.000   0.000   0.0004   0.0004   0.0000   0.0000   831.298  F T
 19700624 02:15  0.83  17.0  0.01  7.32  0.00   0.000   0.000   0.000   0.000   0.0004   0.0004   0.0000   0.0000   831.298  F T
 19700624 02:20  0.83  17.0  0.00  7.32  0.00   0.000   0.000   0.000   0.000   0.0004   0.0004   0.0000   0.0000   831.298  F T
 19700624 02:25  0.83  17.0  0.00  7.32  0.00   0.000   0.000   0.000   0.000   0.0004   0.0004   0.0000   0.0000   831.298  F T
 19700624 02:30  0.83  17.0  0.00  7.32  0.00   0.000   0.000   0.000   0.000   0.0004   0.0004   0.0000   0.0000   831.298  F T
 19700624 02:35  0.83  17.0  0.00  7.32  0.00   0.000   0.000   0.000   0.000   0.0004   0.0004   0.0000   0.0000   831.298  F T
 19700624 02:40  0.83  17.0  0.00  7.32  0.00   0.000   0.000   0.000   0.000   0.0004   0.0004   0.0000   0.0000   831.298  F T
 19700624 02:45  0.83  17.0  0.00  7.32  0.00   0.000   0.000   0.000   0.000   0.0004   0.0004   0.0000   0.0000   831.298  F T
 19700624 02:50  0.83  17.0  0.00  7.32  0.00   0.000   0.000   0.000   0.000   0.0004   0.0004   0.0000   0.0000   831.298  F T
 19700624 02:55  0.83  17.0  0.00  7.32  0.00   0.000   0.000   0.000   0.000   0.0004   0.0004   0.0000   0.0000   831.298  F T
 19700624 03:00  0.83  17.0  0.00  7.32  0.00   0.000   0.000   0.000   0.000   0.0004   0.0004   0.0000   0.0000   831.298  F T
 19700624 03:05  0.83  17.0  0.00  7.32  0.00   0.000   0.000   0.000   0.000   0.0004   0.0004   0.0000   0.0000   831.298  F T
 19700624 03:10  0.83  17.0  0.00  7.32  0.00   0.000   0.000   0.000   0.000   0.0004   0.0004   0.0000   0.0000   831.298  F T
 19700624 03:15  0.83  17.0  0.00  7.32  0.00   0.000   0.000   0.000   0.000   0.0004   0.0004   0.0000   0.0000   831.298  F T
 19700624 03:20  0.83  17.0  0.00  7.32  0.00   0.000   0.000   0.000   0.000   0.0004   0.0004   0.0000   0.0000   831.298  F T
 19700624 03:25  0.83  17.0  0.00  7.32  0.00   0.000   0.000   0.000   0.000   0.0004   0.0004   0.0000   0.0000   831.298  F T
 19700624 03:30  0.83  17.0  0.00  7.32  0.00   0.000   0.000   0.000   0.000   0.0004   0.0004   0.0000   0.0000   831.298  F T
 19700624 03:35  0.83  17.0  0.00  7.32  0.00   0.000   0.000   0.000   0.000   0.0004   0.0004   0.0000   0.0000   831.298  F T
 19700624 03:40  0.83  17.0  0.00  7.32  0.00   0.000   0.000   0.000   0.000   0.0004   0.0004   0.0000   0.0000   831.298  F T
 19700624 03:45  0.83  17.0  0.00  7.32  0.00   0.000   0.000   0.000   0.000   0.0004   0.0004   0.0000   0.0000   831.298  F T
 19700624 03:50  0.83  17.0  0.00  7.32  0.00   0.000   0.000   0.000   0.000   0.0004   0.0004   0.0000   0.0000   831.298  F T
 19700624 03:55  0.83  17.0  0.00  7.32  0.00   0.000   0.000   0.000   0.000   0.0004   0.0004   0.0000   0.0000   831.298  F T
 19700624 04:00  0.99  17.0  0.00  7.32  0.00   0.000   0.000   0.000   0.000   0.0004   0.0004   0.0000   0.0000   831.298  F T
 19700624 04:05  0.99  17.0  0.00  7.32  0.00   0.000   0.000   0.000   0.000   0.0004   0.0004   0.0000   0.0000   831.298  F T
 19700624 04:10  0.99  17.0  0.00  7.32  0.00   0.000   0.000   0.000   0.000   0.0004   0.0004   0.0000   0.0000   831.298  F T
 19700624 04:15  0.99  17.0  0.00  7.32  0.00   0.000   0.000   0.000   0.000   0.0004   0.0004   0.0000   0.0000   831.298  F T
 19700624 04:20  0.99  17.0  0.00  7.32  0.00   0.000   0.000   0.000   0.000   0.0004   0.0004   0.0000   0.0000   831.298  F T
 19700624 04:25  0.99  17.0  0.00  7.32  0.00   0.000   0.000   0.000   0.000   0.0004   0.0004   0.0000   0.0000   831.298  F T
 19700624 04:30  0.99  17.0  0.00  7.32  0.00   0.000   0.000   0.000   0.000   0.0004   0.0004   0.0000   0.0000   831.298  F T
 19700624 04:35  0.99  17.0  0.00  7.32  0.00   0.000   0.000   0.000   0.000   0.0004   0.0004   0.0000   0.0000   831.298  F T
 19700624 04:40  0.99  17.0  0.00  7.32  0.00   0.000   0.000   0.000   0.000   0.0004   0.0004   0.0000   0.0000   831.298  F T
 19700624 04:45  0.99  17.0  0.00  7.32  0.00   0.000   0.000   0.000   0.000   0.0004   0.0004   0.0000   0.0000   831.298  F T
